telecomts_fault,node_id,entity_id,entity_type,description,source_id,file_path,created_at,source_file,release,raw_entity_id,matched_terms
Antenna Failure,FR1 ATG UE,FR1 ATG UE,Concept,"FR1 ATG UE refers to a user equipment operating in the FR1 frequency range for airborne terrestrial communication, which may have one or multiple omni-directional antennas or an antenna array, and is subject to specific measurement and evaluation period rules for SSB-based RLM<SEP>FR1 ATG UE refers to a User Equipment operating in the Frequency Range 1 for Air-to-Ground scenarios, which may have one or multiple omni-directional antennas or an antenna array, and is subject to specific P value and evaluation period rules.",chunk-3aa8c283d35d4124524acdf773fc70ff<SEP>chunk-a9a591bcee7059caf9fa04a1b6a960c0,../3GPP-trunked/Rel-19/38_series/38133-j00_s8-8.md8.1.8,1770221099,Rel-19/38_series/38133-j00_sA.1-A.3/graph_chunk_entity_relation.graphml,Rel-19,FR1 ATG UE,antenna
Antenna Failure,0 dBi gain antenna,0 dBi gain antenna,Technology,"0 dBi gain antenna is a type of antenna with a gain of 0 decibels relative to an isotropic radiator, positioned at the center of the q.<SEP>0 dBi gain antenna is a reference antenna used to measure equivalent power at the center of the quiet zone, representing a baseline for signal reception.",chunk-968eaa1137ad7e87fc08891a5e617391<SEP>chunk-8abe11928f00ecf08f33387670b82464,../3GPP-trunked/Rel-19/38_series/38133-j00_sA.17-A.18.md7680<SEP>../3GPP-trunked/Rel-19/38_series/38133-j00_sA.17-A.18.md3200,1770219948,Rel-19/38_series/38133-j00_sA.17-A.18/graph_chunk_entity_relation.graphml,Rel-19,0 dBi gain antenna,antenna
Antenna Failure,quiet zone,quiet zone,Concept,"Quiet zone is a region where the equivalent power received by an antenna with 0 dBi gain is measured, and it is the location where observations are made for test purposes.",chunk-8abe11928f00ecf08f33387670b82464,../3GPP-trunked/Rel-19/38_series/38133-j00_sA.17-A.18.md3200,1770219948,Rel-19/38_series/38133-j00_sA.17-A.18/graph_chunk_entity_relation.graphml,Rel-19,quiet zone,antenna
Antenna Failure,RF Repeater,RF Repeater,Concept,"RF Repeater is a device used in wireless communication systems to amplify and retransmit radio signals. For repeater type 1-C, the requirements are applied at the repeater antenna connector, either BS-side or UE-side, for downlink or uplink signals under normal operating conditions.",chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1,1770219956,Rel-19/38_series/38133-j00_sA.17-A.18/graph_chunk_entity_relation.graphml,Rel-19,RF Repeater,antenna
Antenna Failure,repeater type 1-C,repeater type 1-C,Technology,Repeater type 1-C is a specific configuration of RF Repeater where requirements are applied at the repeater antenna connector (BS-side or UE-side) for downlink or uplink signals under normal operating conditions.<SEP>Repeater type 1-C is a repeater configuration for which requirements are applied at the repeater antenna connector (BS-side or UE-side connector) for downlink or uplink under normal operating conditions.,chunk-d18326f6448eede6a7e5b62bece2a11f<SEP>chunk-c454a097396af146ccda963ddd91796e,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.2.1<SEP>../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.1,1770219970,Rel-19/38_series/38133-j00_sA.17-A.18/graph_chunk_entity_relation.graphml,Rel-19,repeater type 1-C,antenna
Antenna Failure,Maximum output power,Maximum output power,Concept,"Maximum output power refers to the highest base station output power per sector, expressed as e.i.r.p. (effective isotropic radiated power), and was provided in the antenna parameter table of the LS [4], aligned with antenna characteristics. It is specified for different deployment scenarios including Rural, Macro suburban, Macro urban, Small cell outdoor/Micro urban, and Small cell indoor/Indoor urban, with values of 72.2 dBm for the first three and 61.5 dBm for Small cell outdoor/Micro urban, while N/A is indicated for Small cell indoor/Indoor urban.",chunk-487fd0e2a8fe1e740bf0a9b5145b1391,../3GPP-trunked/Rel-19/38_series/38922-j00.md4.2.1.5,1770219957,Rel-19/38_series/38133-j00_sA.17-A.18/graph_chunk_entity_relation.graphml,Rel-19,Maximum output power,antenna
Antenna Failure,antenna parameter table,antenna parameter table,Terminology,,chunk-487fd0e2a8fe1e740bf0a9b5145b1391,../3GPP-trunked/Rel-19/38_series/38922-j00.md4.2.1.5,1770219957,Rel-19/38_series/38133-j00_sA.17-A.18/graph_chunk_entity_relation.graphml,Rel-19,antenna parameter table,antenna
Antenna Failure,repeater antenna connector,repeater antenna connector,Terminology,,chunk-d18326f6448eede6a7e5b62bece2a11f,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.1,1770219970,Rel-19/38_series/38133-j00_sA.17-A.18/graph_chunk_entity_relation.graphml,Rel-19,repeater antenna connector,antenna
Antenna Failure,Transmission with multiple BS-side antenna connectors for RF repeater and NCR type 1-C,Transmission with multiple BS-side antenna connectors for RF repeater and NCR type 1-C,Concept,"Transmission with multiple BS-side antenna connectors for RF repeater and NCR type 1-C is a test requirement defined in section 4.5.2 of the present document. It applies to each BS-side antenna connector when multiple connectors are used. Testing is performed at the antenna connector with other connectors terminated. If the manufacturer declares the connectors to be equivalent (as per D.13), measurement at any one connector is sufficient.",chunk-95f0ba669530c44fb7e1d1560bc4896f,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.2,1770219970,Rel-19/38_series/38133-j00_sA.17-A.18/graph_chunk_entity_relation.graphml,Rel-19,Transmission with multiple BS-side antenna connectors for RF repeater and NCR type 1-C,antenna
Antenna Failure,Transmission with multiple BS-side antenna connectors for NCR type 1-H,Transmission with multiple BS-side antenna connectors for NCR type 1-H,Concept,"Transmission with multiple BS-side antenna connectors for NCR type 1-H is a test requirement defined in section 4.5.2A of the present document. The manufacturer must declare input/output pairs and/or groups mapping input-side and output-side TAB connectors. The declared set must include all TAB connectors. The requirement applies to each BS-side TAB connector group. Testing is performed at the TAB connectors in each group with remaining connectors terminated. If the manufacturer declares the groups to be equivalent (as per D.13), measurement at any one BS-side TAB connector is sufficient",chunk-95f0ba669530c44fb7e1d1560bc4896f,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.2,1770219970,Rel-19/38_series/38133-j00_sA.17-A.18/graph_chunk_entity_relation.graphml,Rel-19,Transmission with multiple BS-side antenna connectors for NCR type 1-H,antenna
Antenna Failure,BS-side antenna connector,BS-side antenna connector,Terminology,,chunk-95f0ba669530c44fb7e1d1560bc4896f,../3GPP-trunked/Rel-19/38_series/38115-1-j00.md4.5.2,1770219970,Rel-19/38_series/38133-j00_sA.17-A.18/graph_chunk_entity_relation.graphml,Rel-19,BS-side antenna connector,antenna
Antenna Failure,MIMO,MIMO,Concept,Multiple Input Multiple Output (MIMO) is a wireless technology that uses multiple antennas at both transmitter and receiver to improve communication performance and increase data throughput.<SEP>MIMO is a technology that involves multiple input and multiple output antennas for improving wireless communication performance. It is referenced in the context of measurement and testing procedures.,chunk-44fe352826208b2ae85d58cf689bdbed<SEP>chunk-4ad3afaceea2be53ce3b355d8bef00cf,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.1.2.4<SEP>../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.1.3,1770216316,Rel-19/38_series/38141-1-j00/graph_chunk_entity_relation.graphml,Rel-19,MIMO,antenna
Antenna Failure,Conducted interface,Conducted interface,Concept,"The conducted interface is the boundary at individual or groups of TAB connectors between the transceiver unit array and the composite antenna, where conducted characteristics are defined. It serves as the interface for conducting electrical signal measurements.",chunk-a22003c4d56fd6b7cd6a196049fc1957,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.2.2,1770216310,Rel-19/38_series/38141-1-j00/graph_chunk_entity_relation.graphml,Rel-19,Conducted interface,antenna
Antenna Failure,Composite antenna,Composite antenna,Technology,"The composite antenna consists of a radio distribution network (RDN) and an antenna array. It receives radio signals from the antenna array and distributes them to the transceiver unit array, or distributes RF power from the transceiver unit array to the antenna array in an implementation-specific manner.",chunk-a22003c4d56fd6b7cd6a196049fc1957,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.2.2,1770216310,Rel-19/38_series/38141-1-j00/graph_chunk_entity_relation.graphml,Rel-19,Composite antenna,antenna
Antenna Failure,Radio distribution network,Radio distribution network,Technology,The radio distribution network (RDN) is a linear passive network within the composite antenna that distributes RF power,chunk-a22003c4d56fd6b7cd6a196049fc1957,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.2.2,1770216310,Rel-19/38_series/38141-1-j00/graph_chunk_entity_relation.graphml,Rel-19,Radio distribution network,antenna
Antenna Failure,Adjacent Channel Leakage Power Ratio,Adjacent Channel Leakage Power Ratio,Concept,"Adjacent Channel Leakage Power Ratio (ACLR) is a measure of unwanted emissions in adjacent frequency channels. For Band n41 and n90 operation in Japan, absolute ACLR limits must be applied to the sum of the absolute ACLR power over all antenna connectors for BS type 1-C.",chunk-c950a14d42dc86a7a7da32ffa729aebb,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.4,1770216312,Rel-19/38_series/38141-1-j00/graph_chunk_entity_relation.graphml,Rel-19,Adjacent Channel Leakage Power Ratio,antenna
Antenna Failure,test port B,test port B,Terminology,test port B is the far end antenna connector where transmitter requirements apply when external apparatus such as a TX amplifier or filter is used.<SEP>test port B is the far end antenna connector where receiver requirements apply when external apparatus such as a RX amplifier or filter is used.,chunk-10a9c59ff456a682fb5aee61dc8f17b9<SEP>chunk-b2b6f997dd5643fb931cdb91d839a76f,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.5.1.1.1<SEP>../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.5.1.2.1,1770216404,Rel-19/38_series/38141-1-j00/graph_chunk_entity_relation.graphml,Rel-19,test port B,antenna
Antenna Failure,Reception with multiple receiver antenna connectors,Reception with multiple receiver antenna connectors,Concept,"Reception with multiple receiver antenna connectors refers to a test scenario in clause 7 of the present document where receiver diversity or multi-carrier reception is evaluated. The requirement applies at each receiver antenna connector, and receiver requirements are tested at the antenna connector with remaining receivers disabled or their connectors terminated.",chunk-07b5c5983da061addd8c580057a36b85,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.5.1.2.2,1770216390,Rel-19/38_series/38141-1-j00/graph_chunk_entity_relation.graphml,Rel-19,Reception with multiple receiver antenna connectors,antenna
Antenna Failure,receiver diversity,receiver diversity,Concept,Receiver diversity is a technique used in receivers with multiple antenna connectors to improve signal reception quality by combining signals from different antennas.,chunk-07b5c5983da061addd8c580057a36b85,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.5.1.2.2,1770216390,Rel-19/38_series/38141-1-j00/graph_chunk_entity_relation.graphml,Rel-19,receiver diversity,antenna
Antenna Failure,multi-carrier reception,multi-carrier reception,Concept,"Multi-carrier reception is a capability of receivers that allows simultaneous processing of multiple carrier signals, requiring multiple receiver antenna connectors.",chunk-07b5c5983da061addd8c580057a36b85,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.5.1.2.2,1770216390,Rel-19/38_series/38141-1-j00/graph_chunk_entity_relation.graphml,Rel-19,multi-carrier reception,antenna
Antenna Failure,receiver antenna connector,receiver antenna connector,Terminology,,chunk-07b5c5983da061addd8c580057a36b85,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.5.1.2.2,1770216390,Rel-19/38_series/38141-1-j00/graph_chunk_entity_relation.graphml,Rel-19,receiver antenna connector,antenna
Antenna Failure,Transmission with multiple transmitter antenna connectors,Transmission with multiple transmitter antenna connectors,Concept,"Transmission with multiple transmitter antenna connectors refers to a test scenario in clause 6 of the present document where each transmitter antenna connector is evaluated individually. The requirement applies to each connector, and transmitter requirements are tested at the antenna connector with other connectors terminated. If the manufacturer declares the transmitter paths as equivalent (D.32), testing at any one connector is sufficient.",chunk-927d25e570475c1c2612bfa770495f66,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.5.1.1.2,1770216404,Rel-19/38_series/38141-1-j00/graph_chunk_entity_relation.graphml,Rel-19,Transmission with multiple transmitter antenna connectors,antenna
Antenna Failure,transmitter antenna connector,transmitter antenna connector,Terminology,,chunk-927d25e570475c1c2612bfa770495f66,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.5.1.1.2,1770216404,Rel-19/38_series/38141-1-j00/graph_chunk_entity_relation.graphml,Rel-19,transmitter antenna connector,antenna
Antenna Failure,receiver characteristics,receiver characteristics,Concept,"Receiver characteristics are specified in clause 7 at the BS antenna connector (test port A) under normal operating conditions with a full complement of transceivers. If external apparatus such as a RX amplifier, a filter, or their combination is used, the requirements apply at the far end antenna connector (test port B).",chunk-10a9c59ff456a682fb5aee61dc8f17b9,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.5.1.2.1,1770216404,Rel-19/38_series/38141-1-j00/graph_chunk_entity_relation.graphml,Rel-19,receiver characteristics,antenna
Antenna Failure,antenna system,antenna system,Technology,"The antenna system is a component in the Base Station that supports signal transmission and reception, and it can generate intermodulation products not controlled by 3GPP specifications, potentially degrading performance due to environmental factors like moisture ingress.",chunk-23a3393241e68dfa7d3cbef199a4de80,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.5.1.3,1770216405,Rel-19/38_series/38141-1-j00/graph_chunk_entity_relation.graphml,Rel-19,antenna system,antenna
