matched_terms,entity_id,entity_type,description,source_id,file_path
mobility,slice replacement management,Concept,"Slice replacement management is a component of access and mobility related policy control that handles the replacement of one network slice with another, based on policy decisions made by the PCF. It ensures continuity and compliance with service requirements during slice transitions.",chunk-c0fc4bed8f180ebac744a75a5efcc48f,../3GPP-trunked/Rel-19/23_series/23503-j30.md6.1.2.1.1
mobility,SMF selection,Concept,SMF selection is a function within access and mobility related policy control that determines the appropriate Session Management Function for a UE based on policy rules. It is,chunk-c0fc4bed8f180ebac744a75a5efcc48f,../3GPP-trunked/Rel-19/23_series/23503-j30.md6.1.2.1.1
mobility,Access and Mobility Subscription data,Terminology,"Access and Mobility Subscription data is a set of subscription-related information stored in the UDM, which includes the UE Policy Association indicator for a SUPI as defined in clause 5.2.3.3.1 of TS 23.502 [3].",chunk-5a8cc1ca995e72da0bc8d37c5189a71d,../3GPP-trunked/Rel-19/23_series/23503-j30.md6.1.2.2.5
mobility,handover from 5GS to EPS,Concept,"Handover from 5GS to EPS is a mobility event where a UE transitions from a 5G system to an EPS network, initiating the need for PCF to update URSP rules in the UE due to changes in network context or policy conditions.",chunk-5e99daca2911ccf85aa72113518a4c72,../3GPP-trunked/Rel-19/23_series/23503-j30.md6.1.2.2.3
mobility,AF influence on Access and Mobility rel,Concept,"AF influence on Access and Mobility rel is a concept defined in clause 6.1.2.6, which describes the impact of the Application Function (AF) on access and mobility management in a network context.",chunk-f796d3c841159174b9a912e8d0c57896,../3GPP-trunked/Rel-19/23_series/23503-j30.md6.1.2.6
frequency error,6.5.2 Frequency error,Terminology,,chunk-c9f8882653b4b7deb40d96ee4b5c0c8f,../3GPP-trunked/Rel-19/38_series/38141-1-j00.md4.1.2.2
fading,OTA Test System uncertainty,Concept,"OTA Test System uncertainty is the maximum permissible uncertainty in over-the-air (OTA) transmitter tests, defined in tables 4.1.2.2-1 and 4.1.2.2-2, with values specified under normal and extreme conditions for various test clauses and frequency bands.<SEP>OTA Test System uncertainty is the maximum allowable uncertainty in over-the-air testing systems, measured in dB, and varies based on the test condition, antenna configuration, and channel type (fading or<SEP>OTA Test System uncertainty refers to the maximum allowable measurement uncertainty in OTA receiver tests, with values specified per test clause and frequency range. It is a key metric for ensuring test accuracy and consistency.",chunk-442a69a8297215ef2b3574f7213ea06f<SEP>chunk-91f72bc4f7e02da930a0d61d5e3cdc59<SEP>chunk-352f698f4cb999ea15298e918e970f6b,../3GPP-trunked/Rel-19/38_series/38141-2-j00.mdNone
fading,Measurement of performance requirement,Concept,Measurement of performance requirement is a procedure defined in section 4.1.2.4 for evaluating the maximum OTA Test System uncertainty for FR1 and FR2 OTA performance requirements. It involves deriving uncertainty values based on signal-to-noise ratio and fading profile power uncertainties under specified conditions.,chunk-91f72bc4f7e02da930a0d61d5e3cdc59,../3GPP-trunked/Rel-19/38_series/38141-2-j00.mdNone
mobility,fdd-Add-UE-NR-Capabilities,Technology,"fdd-Add-UE-NR-Capabilities is a sequence defining additional capabilities for User Equipment (UE) in NR (New Radio) under FDD (Frequency Division Duplex) mode, including physical, MAC, and measurement and mobility parameters with specific configurations.<SEP>fdd-Add-UE-NR-Capabilities is a parameter set used to add UE NR capabilities for FDD mode, and it includes mac-ParametersXDD-Diff and measAndMobParametersFRX-Diff for signaling specific capabilities.<SEP>fdd-Add-UE-NR-Capabilities is a configuration entity used to add NR capabilities for FDD mode in a UE, and it includes parameters such as mac-ParametersXDD-Diff and measAndMobParametersXDD-Diff for MAC and measurement/mobility settings.",chunk-954579e86c44046f7f84ba677cec382c<SEP>chunk-6d2389b4c7be10e9a738dcb2b90b1ea2<SEP>chunk-2130774bfda4587ee282e28dcbc5e230,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s0815-s08161.md8.1.5.1.1.3.3
mobility,tdd-Add-UE-NR-Capabilities,Technology,"tdd-Add-UE-NR-Capabilities is a sequence defining additional capabilities for User Equipment (UE) in NR (New Radio) under TDD (Time Division Duplex) mode, including physical, MAC, and measurement and mobility parameters with specific configurations.<SEP>tdd-Add-UE-NR-Capabilities is a parameter set used to add UE NR capabilities for TDD mode, and it includes mac-ParametersXDD-Diff and measAndMobParametersFRX-Diff for signaling specific capabilities.<SEP>tdd-Add-UE-NR-Capabilities is a configuration entity used to add NR capabilities for TDD mode in a UE, and it includes parameters such as mac-ParametersXDD-Diff and measAndMobParametersXDD-Diff for MAC and measurement/mobility settings.",chunk-954579e86c44046f7f84ba677cec382c<SEP>chunk-6d2389b4c7be10e9a738dcb2b90b1ea2<SEP>chunk-2130774bfda4587ee282e28dcbc5e230,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s0815-s08161.md8.1.5.1.1.3.3
mobility,fr1-Add-UE-NR-Capabilities,Technology,"fr1-Add-UE-NR-Capabilities is a sequence defining additional capabilities for User Equipment (UE) in NR (New Radio) for the FR1 frequency band, including physical parameters with specific configurations.<SEP>fr1-Add-UE-NR-Capabilities is a parameter set used to add UE NR capabilities for FR1 frequency range, and it includes measAndMobParametersFRX-Diff for signaling specific capabilities.<SEP>fr1-Add-UE-NR-Capabilities is a configuration entity used to add NR capabilities for Frequency Range 1 (FR1) in a UE, and it includes parameters such as measAndMobParametersFRX-Diff for measurement and mobility settings.",chunk-954579e86c44046f7f84ba677cec382c<SEP>chunk-6d2389b4c7be10e9a738dcb2b90b1ea2<SEP>chunk-2130774bfda4587ee282e28dcbc5e230,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s0815-s08161.md8.1.5.1.1.3.3
mobility,fr2-Add-UE-NR-Capabilities,Technology,"fr2-Add-UE-NR-Capabilities is a parameter set used to add UE NR capabilities for<SEP>fr2-Add-UE-NR-Capabilities is a configuration entity used to add NR capabilities for Frequency Range 2 (FR2) in a UE, and it includes parameters such as measAndMobParametersFRX-Diff for measurement and mobility settings.",chunk-6d2389b4c7be10e9a738dcb2b90b1ea2<SEP>chunk-2130774bfda4587ee282e28dcbc5e230,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s0815-s08161.md8.1.5.1.1.3.3
mobility,measAndMobParametersXDD-Diff,Technology,"measAndMobParametersXDD-Diff is a parameter set used in measAndMobParameters and in fdd-Add-UE-NR-Capabilities and tdd-Add-UE-NR-Capabilities to signal measurement and mobility parameters, including support for sftd-Me<SEP>measAndMobParametersXDD-Diff is a parameter set within fdd-Add-UE-NR-Capabilities and tdd-Add-UE-NR-Capabilities used to signal measurement and mobility parameters for FDD and TDD modes, respectively.",chunk-6d2389b4c7be10e9a738dcb2b90b1ea2<SEP>chunk-2130774bfda4587ee282e28dcbc5e230,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s0815-s08161.md8.1.5.1.1.3.3
mobility,Cell reselection,Concept<SEP>UNKNOWN,"Cell reselection is a mobility management procedure in mobile networks that enables a user equipment (UE) or mobile station to switch from one cell to another, primarily in idle mode, to maintain connectivity and optimize signal quality. This process is integral to ensuring continuous network coverage and efficient resource utilization. Cell reselection is governed by specific criteria and parameters, including Qrxlevmin, Qhyst, Qoffset, Treselect, and Pcompensation, which influence the decision-making process based on signal strength, quality, and network conditions. 

The procedure is defined across multiple sections of the 3GPP specifications: Section 6.1.2.4 addresses interband operation between FDD systems, where Pcompensation is used to manage power adjustments during frequency band transitions. Section 6.1.2.7 outlines the general mechanism for cell switching to maintain connectivity and enhance network performance. Section 6.1.2.9 specifies the use of parameters such as Qhyst, Qoffset, and Treselect to determine the optimal cell for reselection. Section 6.1.2.12 further refines the process by incorporating cell status and reservations, particularly through the cellReservedForOther attribute, which affects reselection decisions when a cell is reserved for<SEP>Cell reselection is a procedure used in mobile networks to switch a mobile station from one cell to another based on cell status and cell reservations. It involves the use of Access Identity values 0, 1, 2, and 12 to 14, specifically related to the cellReservedForOperator parameter.<SEP>Cell reselection is a procedure defined in section 6.1.2.7 that enables a mobile station to switch from one cell to another for maintaining connectivity and optimizing network performance.<SEP>Cell reselection is a procedure defined in section 6.1.2.9 that involves selecting a new cell for connection based on parameters Qhyst, Qoffset, and Treselect.<SEP>Cell reselection is a procedure in mobile network operations that allows a mobile station to switch from one cell to another, typically to maintain connectivity and optimize signal quality. It is part of the broader set of mobility management functions.<SEP>Cell reselection is a procedure used in mobile networks to switch a mobile station from one cell to another based on cell status and cell reservations. It is triggered under specific conditions involving Access Identity 11 or 15, particularly when the cell is reserved for the operator.<SEP>Cell reselection is a procedure defined in section 6.1.2.12 that involves selecting a new cell for connection based on cell status and cell reservations, specifically considering the cellReservedForOther attribute.<SEP>Interband operation involves transitions between different frequency bands in FDD systems",chunk-b8f1d5face66cc7f4c5d4bdf6cbebf19<SEP>chunk-d396c8b3e490896085f572423e5ad549<SEP>chunk-8040c16336563d9286d327907fe3f579<SEP>chunk-db658a51d23a929afc2588c21e554b29<SEP>chunk-4a70bad4c82af3b6e061fd43063b889f<SEP>chunk-50bed73d30770246fcd14ca3131316c4<SEP>chunk-32d4c275c931dd6769b6ee2810ff4416<SEP>chunk-d6be3775b5b617654878854686a2ef3f<SEP>chunk-1063963e4441a0d0c49523616edfb723,../3GPP-trunked/Rel-19/38_series/38523-1-j00_cover.md6.1.2.1<SEP>../3GPP-trunked/Rel-19/38_series/38523-1-j00_cover.md6.1.2.5<SEP>../3GPP-trunked/Rel-19/38_series/38523-1-j00_cover.md6.1.2.4<SEP>../3GPP-trunked/Rel-19/38_series/38523-1-j00_cover.md6.1.2.7<SEP>../3GPP-trunked/Rel-19/38_series/38523-1-j00_cover.md6.1.2.9<SEP>../3GPP-trunked/Rel-19/38_series/38523-1-j00_cover.md6.1.2.8<SEP>../3GPP-trunked/Rel-19/38_series/38523-1-j00_cover.md6.1.2.12<SEP>../3GPP-trunked/Rel-19/38_series/38523-1-j00_cover.md6.1.2.14<SEP>../3GPP-trunked/Rel-19/38_series/38523-1-j00_cover.md6.1.2.13
mobility,Intra NR,Concept,"Intra NR refers to the process of cell reselection within the same 5G New Radio (NR) network, involving mobility management between cells of the same frequency and same network type.",chunk-dec7650d67203407f1a74424d4988d8b,../3GPP-trunked/Rel-19/38_series/38523-1-j00_cover.md6.1.2.3
mobility,unique TAC's,Concept,"Unique TAC's (Tracking Area Codes) refer to distinct tracking area identifiers assigned to different cells or groups of cells, ensuring that each cell can be uniquely identified within a network for mobility management purposes.",chunk-d5526fcab76b14013d4cabdf56be371d,../3GPP-trunked/Rel-19/38_series/38523-1-j00_cover.md6.1.2.15
mobility,unique RAN areas,Concept,"Unique RAN areas refer to distinct Radio Access Network regions that are uniquely identified and managed within a shared network environment, enabling proper mobility management and cell reselection based on geographical and network topology.",chunk-d5526fcab76b14013d4cabdf56be371d,../3GPP-trunked/Rel-19/38_series/38523-1-j00_cover.md6.1.2.15
mobility,unique cell identities,Concept,"Unique cell identities are individual identifiers assigned to each cell within a network, ensuring that every cell can be uniquely recognized during mobility procedures such as cell reselection.",chunk-d5526fcab76b14013d4cabdf56be371d,../3GPP-trunked/Rel-19/38_series/38523-1-j00_cover.md6.1.2.15
mobility,NR idle mode operations,Concept,"NR idle mode operations refer to the procedures and behaviors of a New Radio (NR) device when it is in idle state, managing connectivity and mobility without active data transmission. This includes monitoring system information, handling paging, and performing cell reselection.)##",chunk-b9f9a38d9af6aead9e2145575f7dfce4,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s00-s06.md6.1
mobility,mobility,Concept,"mobility refers to the UE's ability to maintain or re-establish network connectivity during movement or handover between cells.<SEP>Mobility refers to the ability of a UE to maintain connectivity while moving between cells, and is a key aspect of the Registration procedure that triggers the downloading of an equivalent PLMN list for informed cell reselection.",chunk-0ed94a7a30f0622bcb9ec17881fa8d30<SEP>chunk-f322c9cca712201cd72edb7af2352ed8,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s00-s06.md6.1.1.1.1<SEP>../3GPP-trunked/Rel-19/38_series/38523-1-j00_s00-s06.md6.1.1.3.1
mobility,5GS registration type,Concept,"5GS registration type is a configuration parameter that determines the type of registration process in 5G System, with possible values including Initial Registration and Mobility Registration, and it influences the execution of subsequent test steps.",chunk-1851232422f45c2582ee29d9ebaa0c13,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s00-s06.md6.1.1.1.3.2
mobility,Mobility Registration,Concept,Mobility Registration is a type of 5GS registration that triggers the execution of Steps 4 to 6a1 of the generic test procedure in TS 38.508-1 Table 4.9.5.2.2-1 on a specified NR Cell when set in step 22B or step 29B or step 31B.,chunk-1851232422f45c2582ee29d9ebaa0c13,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s00-s06.md6.1.1.1.3.2
mobility,5GS Registration Type,Concept,"5GS Registration Type is a configuration setting in 5G System registration, which shall be set as Mobility Registration for R16 onwards UEs according to TS 24.501 subclause 5.2.3.2.5.",chunk-056353ac7dd1949bf79b226987fb8670,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s00-s06.md6.1.1.1.3.2
frequency offset,resource allocation type 1,Concept,Resource allocation type 1 is a method of frequency domain resource assignment that uses MSB bits to indicate frequency offset,chunk-92673a12207f027aa5ef905ce5f93d83,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s07011326-s070114.md7.1.1.3.26.1.2
mobility,measAndMobParametersFRX-Diff,Technology,"measAndMobParametersFRX-Diff is a parameter set within fr1-Add-UE-NR-Capabilities and fr2-Add-UE-NR-Capabilities used to signal measurement and mobility parameters for frequency range-specific configurations.<SEP>measAndMobParametersFRX-Diff is a parameter set used in measAndMobParameters and in fr1-Add-UE-NR-Capabilities and fr2-Add-UE-NR-Capabilities to signal measurement and mobility parameters, including support for ss-SINR-Meas and csi-RSRP-AndRSRQ-MeasWithoutSSB.<SEP>measAndMobParametersFRX-Diff is a sequence containing measurement and mobility parameters for frequency range X, including various signal quality and handover-related measurements.",chunk-d8f8ea46d26ce3ba6430d590bd2566dc<SEP>chunk-6d2389b4c7be10e9a738dcb2b90b1ea2<SEP>chunk-2130774bfda4587ee282e28dcbc5e230,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s0815-s08161.md8.1.5.1.1.3.3
mobility,handoverInterF,Technology,"handoverInterF is a feature related to inter-frequency handover support in NR UE capabilities. Its signaling depends on whether the UE supports single frequency range (FR1 or FR2) or both, and whether handoverInterF is supported in both frequency ranges or only one. If supported in both, it is signaled in measAndMobParameters/measAndMobParametersFRX-Diff; if supported in only one, it is signaled in fr1-Add-UE-NR-Capabilities/measAndMobParametersFRX-Diff or fr2-Add-UE-NR-Capabilities/measAndMobParametersFRX-Diff as appropriate. For dual mode (FDD/TDD), if supported in both modes, it is signaled in measAndMobParameters/measAndMobParametersXDD-Diff; if only in one mode, it is signaled in fdd-Add-UE-NR-Capabilities/measAndMobParametersXDD-Diff or tdd-Add-UE-NR-Capabilities/measAndMobParametersXDD-Diff as appropriate.<SEP>handoverInterF is a feature related to inter-frequency handover, marked as checked with NOTE 14, and associated with the parameter pc_handoverInterF.<SEP>handoverInterF is a mobility feature that enables inter-frequency handover in UE, and its support is signaled in measAndMobParameters/measAndMobParametersXDD-Diff when the UE is single mode (FDD or TDD) or dual mode (FDD and TDD) with support in both modes.<SEP>handoverInterF is a handover feature between frequency ranges that may be supported by a UE. Its support is signaled in measAndMobParameters/measAndMobParametersFRX-Diff if supported in both FR1 and FR2, or in fr1-Add-UE-NR-Capabilities/measAndMobParametersFRX-Diff or fr2-Add-UE-NR-Capabilities/measAndMobParametersFRX-Diff if supported in only one frequency range. It is also signaled in meas<SEP>handoverInterF is a handover parameter in measAndMobParametersFRX-Diff that enables inter-frequency handover, and is marked as checked with NOTE 14.",chunk-272fd78d86266458fe0ab95fcb43369e<SEP>chunk-d20abeb395b1bd4e66c0efc7274daf4e<SEP>chunk-d2f7001c144640295da54c6e2483944a<SEP>chunk-f4f8156a78921f88784c117ac6576a8e<SEP>chunk-d8f8ea46d26ce3ba6430d590bd2566dc,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s0815-s08161.md8.1.5.1.1.3.3
mobility,idleInactiveNR-MeasReport-r16,Technology,"idleInactiveNR-MeasReport-r16 is a capability indicating support for reporting measurements and mobility parameters in idle or inactive states for NR, signaled in measAndMobParameters/measAndMobParametersFRX-Diff when the UE supports a single frequency range (FR1 or FR2) or supports both FR1 and FR2 with idleInactiveNR-MeasReport-r16 supported in both frequency ranges. If supported in only one frequency range, it is signaled in fr1-Add-UE-NR-Capabilities/measAndMobParametersFRX-Diff or fr2-Add-UE-NR-Capabilities/measAndMobParametersFRX-Diff.<SEP>idleInactiveNR-MeasReport-r16 is a capability related to measurement reporting in idle or inactive states for NR, supported in FR1 or FR2 frequency ranges. Its support is signaled in measAndMobParameters/measAndMobParametersFRX-Diff when the UE supports single frequency range or both FR1 and FR2 with this feature supported in both ranges.<SEP>idleInactiveNR-MeasReport-r16 is a measurement reporting feature for idle/inactive NR<SEP>idleInactiveNR-MeasReport-r16 is a capability that enables measurement and mobility reporting in idle and inactive states for NR, and its support is signaled in measAndMobParameters/measAndMobParametersFRX-Diff when the UE supports a single frequency range (FR1 or FR2) or supports both FR1 and FR2 with the feature enabled in both ranges. If supported in only one range, it is signaled in one of fr1-Add-UE-NR-Capabilities/measAndMobParametersFRX-Diff or fr2-Add-UE-NR-Capabilities/measAndMobParametersFRX-Diff as appropriate.",chunk-ec43960e8d9be7c5c5f004d3d896a188<SEP>chunk-d8f8ea46d26ce3ba6430d590bd2566dc<SEP>chunk-a0ac6d527ac900790a5751b8926bda3b<SEP>chunk-bb44585977540fedf07b46335df6c77c,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s0815-s08161.md8.1.5.1.1.3.3
mobility,T311,Concept,"T311 is a timer that runs during certain mobility procedures, such as inter-RAT cell reselection. When T311 is running, it influences the transition to RRC_IDLE, particularly during inter-RAT cell selection.)##
(entity",chunk-c51fca9588e466d2e6211e83d6312651,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s08-s0814.md8.1.1.1.2.2
mobility,mobility registration updating,Terminology,,chunk-e09d583c25b9324d5290262f63181b50,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s08162-s0827.md8.1.6.2.3.3.2
mobility,Table 8.1.6.2.3.3.2-3,Document,"Table 8.1.6.2.3.3.2-3 outlines the main behavior of the test procedure, including step-by-step actions, message sequences, and verdicts for the test execution involving RRC reconfiguration, security mode, and mobility handover between NR and E-UTRA cells.",chunk-798ae3af06066419d2c4e158caf7c3ad,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s08162-s0827.md8.1.6.2.3.3.2
mobility,5GS mobility management,Concept,5GS mobility management is a mobility management function in the 5G System (5GS) that handles the mobility of user equipment (UE) across different network areas. It ensures continuous connectivity and session continuity during handovers and location updates.)##,chunk-0c41bbcdba45545257f0124a76a8de56,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s09-s103.md9.1
mobility,Mobility management,Concept,Mobility management is a functional area in mobile networks responsible for handling the movement of users across network cells and maintaining connectivity during transitions. It is defined under section 9 of the document.,chunk-a7909a4830917e2d506921f1689b7431,../3GPP-trunked/Rel-19/38_series/38523-1-j00_s09-s103.md9
