node_id,entity_id,entity_type,description,source_id,file_path,created_at,source_file,release,raw_entity_id
autn,autn,UNKNOWN,"autn is a mandatory attribute of type Autn in the Av5gAka type, representing the authentication token generated by the network during 5G authentication",chunk-7a39e716726e6da71ff7e4ed0510f6ea,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.5,1770192500,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,autn
resStar,resStar,Attribute,"resStar is a mandatory attribute of ConfirmationData that contains the ""RES*"" value provided by the UE to the AMF. If no RES* is provided by the UE, a null value is conveyed to the AUSF.",chunk-49edbce69586b3a6f3c2b34a087b524a,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.6,1770192507,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,resStar
ResStar,ResStar,Technology,"ResStar is a value or token provided by the UE to the AMF as part of the ConfirmationData type, used in authentication procedures.",chunk-49edbce69586b3a6f3c2b34a087b524a,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.6,1770192507,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,ResStar
supportedFeatures,supportedFeatures,Technology,"supportedFeatures is an optional attribute of ConfirmationData that shall be present if at least one feature defined in clause 6.1.9 is supported<SEP>supportedFeatures is an optional attribute of type SupportedFeatures that shall be present if at least one feature defined in clause 6.<SEP>supportedFeatures is an optional attribute of type DeregistrationInfo that shall be present if at least one feature defined in clause 6.1.9 is supported.<SEP>supportedFeatures is an optional attribute of ProSeAuthenticationCtx with cardinality 0..1, and it shall be present only if at least one feature defined in clause 6.1.9 is supported.<SEP>supportedFeatures is an attribute of ProSeAuthenticationResult with data type SupportedFeatures, cardinality 0..1, and is present if at least one feature defined in clause 6.1.9 is supported.",chunk-49edbce69586b3a6f3c2b34a087b524a<SEP>chunk-9059fbe05b12f40b5c29d9d02a8855da<SEP>chunk-42c5d934326b27b677afb04de6b2b424<SEP>chunk-c46efe55a39fb6029f3def15ae5a8176<SEP>chunk-8c30829d99cfa550881c9350bf7b62b3,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.6<SEP>../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.9<SEP>../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.11<SEP>../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.13<SEP>../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.16,1770192615,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,supportedFeatures
clause 6.1.9,clause 6.1.9,UNKNOWN,,,,1770192615,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,clause 6.1.9
Kseaf,Kseaf,Technology,"Kseaf is a security key used in the authentication process between the UE and the AMF, derived during the authentication procedure and used for key management.",chunk-b1235642efb0407d9dca3b197905b474,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.8,1770192511,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,Kseaf
AuthResult,AuthResult,Technology,"AuthResult is a data type used to represent the outcome of an authentication procedure, typically indicating success or failure.<SEP>AuthResult is a data type used in ProSeEapSession to indicate the result of the authentication process. It is conditionally present (C) with cardinality 0..1 and must be included if no EAP packet has been provided by the 5G ProSe Remote UE or the 5G ProSe End UE.",chunk-b1235642efb0407d9dca3b197905b474<SEP>chunk-acc5a8f5cf45c9e634b671f0f9bce2c9,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.8<SEP>../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.14,1770192559,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,AuthResult
Supi,Supi,Technology,Supi is a unique identifier for the UE used in authentication and network registration processes.,chunk-b1235642efb0407d9dca3b197905b474,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.8,1770192511,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,Supi
Msk,Msk,Terminology,,chunk-f72cd23c74177594bbb060406dd3c5dc,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.7,1770192508,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,Msk
NSWO,NSWO,Terminology,,chunk-f72cd23c74177594bbb060406dd3c5dc,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.7,1770192508,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,NSWO
SUCI,SUCI,Terminology<SEP>UNKNOWN,"SUCI is the abbreviation for Subscription Concealed Identifier, a privacy-enhancing identifier used in user equipment registration and authentication procedures",chunk-f72cd23c74177594bbb060406dd3c5dc<SEP>chunk-6a724493251406e0b0d72b3cc82490f8,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.7<SEP>../3GPP-trunked/Rel-19/24_series/24554-j10.md1,1770192508<SEP>1770208003,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml<SEP>Rel-19/24_series/24554-j10/graph_chunk_entity_relation.graphml,Rel-19,SUCI<SEP>SUCI)##
SNPN UE onboarding Provisioning Servers,SNPN UE onboarding Provisioning Servers,Technology,"SNPN UE onboarding Provisioning Servers (PVS) are servers that provide provisioning services for UE onboarding, identified by FQDN(s) and/or IP address(es) in the pvsInfo attribute of EapSession.",chunk-f72cd23c74177594bbb060406dd3c5dc,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.7,1770192508,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,SNPN UE onboarding Provisioning Servers
IETF RFC 3748,IETF RFC 3748,Terminology,,chunk-f72cd23c74177594bbb060406dd3c5dc,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.7,1770192508,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,IETF RFC 3748
3GPP TS 33.501,3GPP TS 33.501,Terminology,,chunk-f72cd23c74177594bbb060406dd3c5dc,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.7,1770192508,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,3GPP TS 33.501
Notifi,Notifi,Concept,"Notifi is a service-related entity defined in section 6.1.5, though its full name and detailed attributes are not specified in the provided text.)##",chunk-4710487dc78f9e577606ea03620f2f44,../3GPP-trunked/Rel-19/29_series/29504-j20.md6.1.5,1770192508,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,Notifi
authResult,authResult,Attribute,authResult is a mandatory attribute of ConfirmationDataResponse that indicates the result of the authentication process.,chunk-b1235642efb0407d9dca3b197905b474,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.8,1770192511,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,authResult
supi,supi,Attribute,"supi is an optional attribute of ConfirmationDataResponse that, if present, contains the SUPI of the UE when authentication is successful and the AMF provided a SUCI.<SEP>supi is a mandatory attribute of type DeregistrationInfo that contains the SUPI of the UE.",chunk-8c30829d99cfa550881c9350bf7b62b3<SEP>chunk-b1235642efb0407d9dca3b197905b474,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.8<SEP>../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.11,1770192551,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,supi
kseaf,kseaf,Attribute,kseaf is an optional attribute of ConfirmationDataResponse that contains the Kseaf value if the,chunk-b1235642efb0407d9dca3b197905b474,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.8,1770192511,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,kseaf
pvsInfo,pvsInfo,Attribute,"pvsInfo is an optional attribute of ConfirmationDataResponse that contains an array of ServerAddressingInfo, representing FQDN(s) and/or IP address(es) of the SNPN UE onboarding Provisioning Servers.",chunk-b1235642efb0407d9dca3b197905b474,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.8,1770192511,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,pvsInfo
array(ServerAddressingInfo),array(ServerAddressingInfo),Technology,"array(ServerAddressingInfo) is a data structure used to hold multiple instances of ServerAddressingInfo, which describe network addresses for SNPN UE onboarding provisioning servers.",chunk-b1235642efb0407d9dca3b197905b474,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.8,1770192511,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,array(ServerAddressingInfo)
RgAuthenticationInfo,RgAuthenticationInfo,Concept,"RgAuthenticationInfo is a type defined in Table 6.1.6.2.9-1 with attributes including suci, authenticatedInd, and supportedFeatures. It is used to convey authentication information for the FN-RG and is processed by the W-AGF.",chunk-9059fbe05b12f40b5c29d9d02a8855da,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.9,1770192524,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,RgAuthenticationInfo
suci,suci,Technology,suci is a data attribute of type Suci that contains the SUCI (Subscription Concealed Identifier) of the FN-RG.,chunk-9059fbe05b12f40b5c29d9d02a8855da,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.9,1770192524,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,suci
Suci,Suci,Technology,Suci is the data type used to represent the Subscription Concealed Identifier of the FN-RG.,chunk-9059fbe05b12f40b5c29d9d02a8855da,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.9,1770192524,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,Suci
authenticatedInd,authenticatedInd,Technology,"authenticatedInd is a boolean attribute that indicates whether the FN-RG is authenticated by the W-AGF. It is set to true if authenticated, false (default) if unauthenticated.",chunk-9059fbe05b12f40b5c29d9d02a8855da,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.9,1770192524,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,authenticatedInd
FN-RG,FN-RG,Terminology,,chunk-9059fbe05b12f40b5c29d9d02a8855da,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.9,1770192524,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,FN-RG
W-AGF,W-AGF,Terminology,,chunk-9059fbe05b12f40b5c29d9d02a8855da,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.9,1770192524,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,W-AGF
Table 6.1.6.2.9-1,Table 6.1.6.2.9-1,UNKNOWN,"RgAuthenticationInfo is a type defined in Table 6.1.6.2.9-1 with attributes suci, authenticatedInd, and supportedFeatures. It contains the SUCI of the FN-RG, indicates authentication status by the W-AGF, and includes supported features if defined in clause 6.1.9.",chunk-9059fbe05b12f40b5c29d9d02a8855da,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.9,1770192525,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,Table 6.1.6.2.9-1
Custom Operations without associated resources,Custom Operations without associated resources,Concept,Custom Operations without associated resources are a type of operation defined in the current release of the specification that do not require associated resources. These operations are specifically not defined for the Nudr_DataRepository S interface.,chunk-3102cde955602a47dd5c49a92d040536,../3GPP-trunked/Rel-19/29_series/29504-j20.md6.1.4,1770192526,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,Custom Operations without associated resources
Nudr_DataRepository S,Nudr_DataRepository S,Technology<SEP>UNKNOWN,"Nudr_DataRepository S is an interface within the specification that does not currently support custom operations without associated resources.<SEP>The current release of the specification applies to the Nudr_DataRepository S, where no custom operations without associated resources are defined",chunk-3102cde955602a47dd5c49a92d040536,../3GPP-trunked/Rel-19/29_series/29504-j20.md6.1.4,1770192526<SEP>1770192535,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml<SEP>Rel-19/29_series/29544-j00/graph_chunk_entity_relation.graphml,Rel-19,Nudr_DataRepository S<SEP>Nudr_DataRepository S)##
this release,this release,Terminology<SEP>UNKNOWN,Custom Operations without associated resources are not defined in the current specification release,chunk-3102cde955602a47dd5c49a92d040536,../3GPP-trunked/Rel-19/29_series/29504-j20.md6.1.4,1770192526,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,this release<SEP>this release)##
specification,specification,Terminology<SEP>UNKNOWN,"The term ""this release"" refers to the current version of the specification under discussion",chunk-3102cde955602a47dd5c49a92d040536,../3GPP-trunked/Rel-19/29_series/29504-j20.md6.1.4,1770192526<SEP>1770192535,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml<SEP>Rel-19/29_series/29544-j00/graph_chunk_entity_relation.graphml,Rel-19,specification<SEP>specification)##
Resource Definition,Resource Definition,Concept<SEP>UNKNOWN,Resource Definition is a specification in section 6.1.3.6.2 that defines the structure and requirements for the resource URI {apiRoot}/nudr-dr/<apiVersion>/data-restoration-events. It mandates support for resource URI variables as defined in Table 6.1.3.6.2-1.<SEP>The definition of apiRoot in the Resource Definition refers to clause 6.1.1,chunk-b1e041dc20bf56cd33bbe804c5c35a95<SEP>chunk-16bcce0f1b1be08b3fb79fa95254ac97,../3GPP-trunked/Rel-19/29_series/29504-j20.md6.1.3.6.2<SEP>../3GPP-trunked/Rel-19/29_series/29598-j10.md6.1.3.6.2,1770192542<SEP>1770194184,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml<SEP>Rel-19/23_series/23007-j10/graph_chunk_entity_relation.graphml,Rel-19,Resource Definition<SEP>Resource Definition)##
{apiRoot}/nudr-dr/<apiVersion>/data-restoration-events,{apiRoot}/nudr-dr/<apiVersion>/data-restoration-events,Technology,The resource URI is used to access data restoration events and is structured with variables apiRoot and apiVersion. It is part of the Resource Definition in section 6.1.3.6.2.,chunk-b1e041dc20bf56cd33bbe804c5c35a95,../3GPP-trunked/Rel-19/29_series/29504-j20.md6.1.3.6.2,1770192542,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,{apiRoot}/nudr-dr/<apiVersion>/data-restoration-events
apiRoot,apiRoot,Terminology,,chunk-b1e041dc20bf56cd33bbe804c5c35a95,../3GPP-trunked/Rel-19/29_series/29504-j20.md6.1.3.6.2,1770192542,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,apiRoot
apiVersion,apiVersion,Terminology,,chunk-b1e041dc20bf56cd33bbe804c5c35a95,../3GPP-trunked/Rel-19/29_series/29504-j20.md6.1.3.6.2,1770192542,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,apiVersion
Table 6.1.3.6.2-1,Table 6.1.3.6.2-1,Terminology,,chunk-b1e041dc20bf56cd33bbe804c5c35a95,../3GPP-trunked/Rel-19/29_series/29504-j20.md6.1.3.6.2,1770192542,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,Table 6.1.3.6.2-1
ProSeAuthenticationInfo,ProSeAuthenticationInfo,Concept,"ProSeAuthenticationInfo is a type defined in Table 6.1.6.2.12-1 that contains attributes for ProSe (Proximity-based Services) authentication information. It includes fields such as supiOrSuci, 5gPrukId, relayServiceCode, nonce1, servingNetworkName, and supportedFeatures, each with specific data types, cardinality, and conditions for presence.",chunk-7fd1d90d6c1e30aac95800b4acd14276,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.12,1770192551,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,ProSeAuthenticationInfo
supiOrSuci,supiOrSuci,Terminology,,chunk-7fd1d90d6c1e30aac95800b4acd14276,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.12,1770192551,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,supiOrSuci
5gPrukId,5gPrukId,Terminology,,chunk-7fd1d90d6c1e30aac95800b4acd14276,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.12,1770192551,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,5gPrukId
relayServiceCode,relayServiceCode,Terminology,,chunk-7fd1d90d6c1e30aac95800b4acd14276,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.12,1770192551,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,relayServiceCode
nonce1,nonce1,Terminology,,chunk-7fd1d90d6c1e30aac95800b4acd14276,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.12,1770192551,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,nonce1
servingNetworkName,servingNetworkName,Terminology,,chunk-7fd1d90d6c1e30aac95800b4acd14276,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.12,1770192551,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,servingNetworkName
ServingNetworkName,ServingNetworkName,Terminology,,chunk-7fd1d90d6c1e30aac95800b4acd14276,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.12,1770192551,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,ServingNetworkName
DeregistrationInfo,DeregistrationInfo,Concept,"DeregistrationInfo is a type defined in Table 6.1.6.2.11-1 that contains attributes related to UE deregistration. It includes the SUPI of the UE and optionally the supportedFeatures, which is present only if at least one feature defined in clause 6.1.9 is supported.",chunk-8c30829d99cfa550881c9350bf7b62b3,../3GPP-trunked/Rel-19/29_series/29509-j20.md6.1.6.2.11,1770192551,Rel-19/21_series/21900-j00/graph_chunk_entity_relation.graphml,Rel-19,DeregistrationInfo
